customerID,churn_probability,predicted_churn,actual_churn,split,Contract,PaymentMethod,InternetService,tenure,MonthlyCharges
4993-JCRGJ,0.414132,1,0,test,Month-to-month,Mailed check,Fiber optic,26,84.3
9537-JALFH,0.004428,0,0,test,Two year,Bank transfer (automatic),No,69,19.9
6698-OXETB,0.034018,0,0,test,Two year,Mailed check,No,11,20.4
2103-ZRXFN,0.412823,1,0,train,Month-to-month,Mailed check,DSL,1,50.75
3724-BSCVH,0.057398,0,0,train,One year,Mailed check,No,10,20.45
4877-TSOFF,0.042798,0,0,test,One year,Bank transfer (automatic),DSL,55,75.75
9209-NWPGU,0.034906,0,0,test,One year,Electronic check,DSL,44,65.4
6961-VCPMC,0.382435,1,1,train,Month-to-month,Electronic check,Fiber optic,46,80.4
7306-YDSOI,0.008782,0,0,train,Two year,Bank transfer (automatic),DSL,69,59.75
5288-AHOUP,0.752565,1,0,train,Month-to-month,Electronic check,Fiber optic,11,78.5
6688-UZPWD,0.811181,1,1,train,Month-to-month,Electronic check,Fiber optic,11,102.0
0655-YDGFJ,0.122008,0,0,train,Month-to-month,Bank transfer (automatic),DSL,29,48.95
8468-EHYJA,0.479794,1,0,train,Month-to-month,Electronic check,Fiber optic,57,99.65
6823-SIDFQ,0.031483,0,0,test,One year,Credit card (automatic),No,28,18.25
1097-FSPVW,0.054713,0,0,test,Month-to-month,Credit card (automatic),DSL,42,54.55
2839-RFSQE,0.182678,0,1,test,Month-to-month,Mailed check,No,2,20.65
8328-SKJNO,0.035659,0,0,train,One year,Bank transfer (automatic),DSL,23,40.65
7010-ZMVBF,0.062537,0,0,test,Month-to-month,Mailed check,No,18,20.45
5201-CBWYG,0.019742,0,0,train,One year,Bank transfer (automatic),No,62,24.8
0968-GSIKN,0.628987,1,1,train,Month-to-month,Mailed check,Fiber optic,1,70.8
1965-DDBWU,0.492204,1,1,test,Month-to-month,Credit card (automatic),Fiber optic,16,89.05
9057-SIHCH,0.857527,1,1,test,Month-to-month,Electronic check,Fiber optic,3,96.6
6352-GIGGQ,0.045065,0,0,train,One year,Bank transfer (automatic),DSL,67,88.8
3635-QQRQD,0.01055,0,0,train,Two year,Credit card (automatic),No,62,20.05
6771-XWBDM,0.410063,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,57,104.5
2897-DOVND,0.72066,1,0,train,Month-to-month,Electronic check,Fiber optic,2,69.8
3082-YVEKW,0.031177,0,0,train,Two year,Bank transfer (automatic),DSL,23,77.15
0191-EQUUH,0.018848,0,0,train,Two year,Bank transfer (automatic),DSL,25,35.05
7134-HBPBS,0.076238,0,0,train,Two year,Bank transfer (automatic),Fiber optic,72,108.1
3489-HHPFY,0.806602,1,0,train,Month-to-month,Electronic check,Fiber optic,2,84.05
2926-JEJJC,0.104518,0,0,test,One year,Bank transfer (automatic),No,8,20.2
8601-QACRS,0.483153,1,1,test,Month-to-month,Mailed check,DSL,5,50.6
4950-BDEUX,0.369939,1,0,train,Month-to-month,Electronic check,DSL,35,49.2
5789-LDFXO,0.067288,0,0,train,One year,Electronic check,No,24,24.6
0508-OOLTO,0.693162,1,0,train,Month-to-month,Electronic check,Fiber optic,2,71.65
2984-TBYKU,0.024876,0,0,train,Two year,Credit card (automatic),Fiber optic,72,104.9
9822-WMWVG,0.273198,1,0,test,Month-to-month,Electronic check,Fiber optic,41,106.5
2391-SOORI,0.264325,1,1,test,Month-to-month,Electronic check,DSL,4,49.35
9040-KZVWO,0.146405,0,0,test,One year,Bank transfer (automatic),Fiber optic,26,75.5
2645-QTLMB,0.775617,1,1,train,Month-to-month,Electronic check,Fiber optic,7,94.25
4806-HIPDW,0.746675,1,1,train,Month-to-month,Electronic check,Fiber optic,1,68.95
1548-ARAGG,0.353442,1,0,train,Month-to-month,Mailed check,DSL,4,58.5
6339-RZCBJ,0.016438,0,0,train,Two year,Credit card (automatic),DSL,48,78.9
4424-TKOPW,0.872836,1,1,train,Month-to-month,Electronic check,Fiber optic,2,93.85
4415-WNGVR,0.248796,1,0,train,One year,Electronic check,DSL,12,79.2
2522-AHJXR,0.279561,1,0,test,Month-to-month,Bank transfer (automatic),Fiber optic,60,109.45
0412-UCCNP,0.017969,0,0,train,Two year,Electronic check,DSL,55,59.2
1816-FLZDK,0.393173,1,0,test,Month-to-month,Mailed check,DSL,1,29.15
7096-UCLNH,0.198443,0,0,train,Month-to-month,Mailed check,No,1,20.05
8443-ZRDBZ,0.769801,1,1,test,Month-to-month,Electronic check,Fiber optic,4,76.05
9136-ALYBR,0.574853,1,1,train,Month-to-month,Mailed check,DSL,1,24.45
4615-PIVVU,0.018481,0,0,train,Two year,Credit card (automatic),DSL,42,66.5
8885-QSQBX,0.257269,1,0,train,Month-to-month,Bank transfer (automatic),DSL,1,49.55
7479-NITWS,0.742041,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,7,89.35
8617-ENBDS,0.651048,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,3,73.6
9385-NXKDA,0.025024,0,0,test,Two year,Credit card (automatic),DSL,72,82.65
0430-IHCDJ,0.377369,1,0,test,Month-to-month,Electronic check,DSL,15,49.0
2959-MJHIC,0.764936,1,1,test,Month-to-month,Electronic check,Fiber optic,4,80.35
6674-KVJHG,0.14032,0,0,train,One year,Electronic check,No,11,25.2
1814-DKOLC,0.208879,0,0,train,Month-to-month,Mailed check,No,5,25.45
4201-JMNGR,0.433045,1,1,train,Month-to-month,Electronic check,DSL,1,55.8
9351-HXDMR,0.049419,0,0,test,Two year,Credit card (automatic),Fiber optic,72,110.9
3537-HPKQT,0.292282,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,55,77.75
2129-ALKBS,0.088642,0,0,test,Month-to-month,Electronic check,No,40,26.2
5821-MMEIL,0.009797,0,0,train,Two year,Bank transfer (automatic),No,57,19.9
5960-WPXQM,0.76571,1,1,train,Month-to-month,Electronic check,Fiber optic,1,79.05
0684-AOSIH,0.730937,1,1,train,Month-to-month,Electronic check,Fiber optic,1,95.0
8260-NGFNY,0.463302,1,1,train,Month-to-month,Mailed check,DSL,1,25.2
1309-XGFSN,0.197887,0,0,train,One year,Electronic check,DSL,52,80.85
1866-RZZQS,0.628458,1,1,train,Month-to-month,Electronic check,Fiber optic,41,98.4
6968-URWQU,0.077611,0,0,test,One year,Mailed check,DSL,43,56.35
4742-TXUEX,0.005662,0,0,test,Two year,Bank transfer (automatic),No,47,19.3
9631-XEYKE,0.444041,1,0,train,Month-to-month,Bank transfer (automatic),DSL,3,50.4
8631-NBHFZ,0.010758,0,1,train,Two year,Credit card (automatic),DSL,66,79.4
1335-MXCSE,0.01925,0,0,train,Two year,Credit card (automatic),DSL,55,55.25
8873-TMKGR,0.033058,0,0,test,One year,Mailed check,No,29,19.1
8800-JOOCF,0.719557,1,0,train,Month-to-month,Electronic check,Fiber optic,12,84.05
1469-LBJQJ,0.432296,1,0,train,Month-to-month,Electronic check,Fiber optic,66,105.2
4958-XCBDQ,0.620804,1,1,train,Month-to-month,Electronic check,Fiber optic,35,101.4
8337-UPOAQ,0.813804,1,1,train,Month-to-month,Electronic check,Fiber optic,10,89.8
0064-YIJGF,0.404186,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,27,75.75
2386-OWURY,0.365273,1,0,test,Month-to-month,Electronic check,Fiber optic,58,95.3
1725-IQNIY,0.036961,0,1,train,Two year,Bank transfer (automatic),Fiber optic,54,109.75
0310-VQXAM,0.151313,0,0,train,Month-to-month,Mailed check,No,9,19.85
6598-RFFVI,0.097837,0,1,test,One year,Credit card (automatic),No,2,19.3
3453-RTHJQ,0.676929,1,0,train,Month-to-month,Electronic check,Fiber optic,6,69.1
6712-OAWRH,0.63492,1,1,test,Month-to-month,Electronic check,Fiber optic,26,91.25
6278-FEPBZ,0.147461,0,0,train,Month-to-month,Mailed check,No,9,20.25
4280-DLSHD,0.389894,1,0,train,Month-to-month,Mailed check,DSL,8,54.75
1508-DFXCU,0.706727,1,0,train,Month-to-month,Electronic check,Fiber optic,12,81.45
8614-VGMMV,0.319191,1,1,train,Month-to-month,Electronic check,DSL,15,49.1
7868-BGSZA,0.135978,0,0,train,One year,Electronic check,DSL,43,80.2
2800-QQUSO,0.456159,1,0,test,Month-to-month,Electronic check,Fiber optic,42,100.3
2930-UOTMB,0.085098,0,1,test,Month-to-month,Credit card (automatic),DSL,31,65.25
7973-DZRKH,0.028704,0,0,train,Two year,Credit card (automatic),Fiber optic,66,90.95
5914-DVBWJ,0.507714,1,1,train,Month-to-month,Electronic check,Fiber optic,18,85.45
7698-YFGEZ,0.199573,0,0,train,Month-to-month,Mailed check,No,1,20.0
2533-QVMSK,0.102638,0,1,test,Two year,Electronic check,Fiber optic,61,94.1
9773-PEQBZ,0.596887,1,0,train,Month-to-month,Electronic check,Fiber optic,10,79.85
8644-XLFBW,0.759253,1,1,train,Month-to-month,Electronic check,Fiber optic,1,71.65
0650-BWOZN,0.478261,1,0,train,Month-to-month,Electronic check,Fiber optic,18,73.55
8625-AZYZY,0.664219,1,1,train,Month-to-month,Electronic check,Fiber optic,24,104.65
7785-RDVIG,0.148294,0,0,train,Month-to-month,Mailed check,No,3,19.3
9602-WCXPI,0.029129,0,0,train,One year,Credit card (automatic),No,50,20.15
2903-YYTBW,0.367056,1,0,train,Month-to-month,Electronic check,DSL,1,44.55
3620-MWJNE,0.268156,1,0,train,Month-to-month,Mailed check,DSL,2,54.45
8573-JGCZW,0.05257,0,0,test,One year,Bank transfer (automatic),No,17,19.65
6837-HAEVO,0.108364,0,0,train,Two year,Electronic check,Fiber optic,69,105.0
6701-YVNQG,0.018203,0,0,test,Two year,Credit card (automatic),DSL,72,88.7
9306-CPCBC,0.784278,1,1,train,Month-to-month,Electronic check,Fiber optic,3,74.25
4304-XUMGI,0.039511,0,0,train,Two year,Bank transfer (automatic),DSL,50,75.15
9504-YAZWB,0.009775,0,0,train,Two year,Mailed check,No,53,20.25
8819-ZBYNA,0.073468,0,0,test,Two year,Credit card (automatic),Fiber optic,58,109.1
6174-NRBTZ,0.046752,0,0,train,One year,Bank transfer (automatic),DSL,46,30.75
9481-IEBZY,0.221336,0,0,train,Month-to-month,Credit card (automatic),Fiber optic,72,112.9
1833-VGRUM,0.821721,1,1,train,Month-to-month,Electronic check,Fiber optic,1,74.2
6137-NICCO,0.69523,1,0,test,Month-to-month,Mailed check,Fiber optic,6,94.05
9065-ZCPQX,0.010351,0,0,train,Two year,Bank transfer (automatic),DSL,72,78.85
6402-EJMWF,0.482573,1,0,test,Month-to-month,Mailed check,DSL,4,55.3
3620-EHIMZ,0.010008,0,0,train,Two year,Mailed check,No,52,19.35
3213-VVOLG,0.062687,0,0,train,Two year,Mailed check,No,0,25.35
6870-ECSHE,0.096056,0,0,train,One year,Mailed check,No,2,20.45
8747-UDCOI,0.005617,0,0,train,Two year,Bank transfer (automatic),No,65,19.35
8374-XGEJJ,0.532769,1,1,train,Month-to-month,Electronic check,Fiber optic,43,101.0
2656-TABEH,0.826345,1,1,train,Month-to-month,Electronic check,Fiber optic,4,100.2
6946-LMSQS,0.41524,1,1,test,One year,Electronic check,Fiber optic,25,89.05
4626-OZDTJ,0.122993,0,0,train,One year,Credit card (automatic),DSL,51,78.65
9169-BSVIN,0.51534,1,0,train,Month-to-month,Bank transfer (automatic),DSL,12,74.75
2325-ZUSFD,0.058315,0,1,test,One year,Bank transfer (automatic),DSL,57,70.1
8194-PEEBY,0.025169,0,0,train,One year,Mailed check,No,24,19.9
6872-HXFNF,0.034306,0,0,test,One year,Bank transfer (automatic),DSL,64,58.35
3932-CMDTD,0.564683,1,1,test,One year,Electronic check,Fiber optic,4,105.65
7714-YXSMB,0.601117,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,26,100.5
8387-UGUSU,0.070279,0,0,train,Month-to-month,Mailed check,No,15,20.05
1080-BWSYE,0.012723,0,0,train,Two year,Credit card (automatic),No,64,25.65
4039-HEUNW,0.611987,1,1,train,Month-to-month,Electronic check,Fiber optic,36,96.5
1194-HVAIF,0.508699,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,27,95.0
0812-WUPTB,0.630607,1,1,train,Month-to-month,Mailed check,Fiber optic,1,70.85
3594-UVONA,0.090252,0,1,test,One year,Credit card (automatic),DSL,35,85.95
0004-TLHLJ,0.712357,1,1,test,Month-to-month,Electronic check,Fiber optic,4,73.9
1767-TGTKO,0.379756,1,0,train,Month-to-month,Electronic check,DSL,8,45.45
8439-LTUGF,0.160736,0,0,train,Month-to-month,Credit card (automatic),No,10,20.0
8805-JNRAZ,0.310419,1,0,test,Month-to-month,Mailed check,DSL,2,49.2
5089-IFSDP,0.092596,0,1,train,Two year,Bank transfer (automatic),Fiber optic,58,109.45
6418-HNFED,0.029934,0,0,test,Two year,Credit card (automatic),DSL,51,83.25
0206-OYVOC,0.010091,0,0,train,Two year,Mailed check,No,46,19.25
7291-CDTMJ,0.268341,1,0,train,Month-to-month,Bank transfer (automatic),No,1,19.65
7128-GGCNO,0.215475,0,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,46,72.8
0237-YFUTL,0.26402,1,0,train,Month-to-month,Bank transfer (automatic),Fiber optic,50,109.65
7691-KGKGP,0.073875,0,0,train,Month-to-month,Credit card (automatic),DSL,53,65.0
6710-HSJRD,0.385192,1,0,test,Month-to-month,Electronic check,Fiber optic,61,114.1
3675-EQOZA,0.157555,0,0,test,Month-to-month,Bank transfer (automatic),No,5,20.65
0840-DCNZE,0.032438,0,0,train,One year,Bank transfer (automatic),DSL,47,86.95
1732-FEKLD,0.245621,1,0,train,One year,Bank transfer (automatic),Fiber optic,54,94.75
9862-KJTYK,0.22565,0,0,train,Month-to-month,Credit card (automatic),DSL,19,25.35
0479-HMSWA,0.157908,0,0,train,Two year,Electronic check,Fiber optic,26,105.45
5854-KSRBJ,0.006889,0,0,train,Two year,Mailed check,No,70,25.4
0365-BZUWY,0.682515,1,0,train,Month-to-month,Electronic check,Fiber optic,17,102.55
4817-VYYWS,0.616527,1,1,test,Month-to-month,Electronic check,Fiber optic,30,100.2
5701-SVCWR,0.237087,0,0,train,Month-to-month,Mailed check,No,1,24.0
3129-AAQOU,0.022677,0,0,train,Two year,Mailed check,No,19,25.6
4922-CVPDX,0.075835,0,0,train,Two year,Credit card (automatic),DSL,26,73.5
1396-QWFBJ,0.290341,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,21,74.05
1357-BIJKI,0.419793,1,0,test,One year,Electronic check,Fiber optic,50,98.25
1099-BTKWT,0.111917,0,0,train,One year,Electronic check,DSL,68,54.4
5299-SJCZT,0.816607,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,3,101.55
2018-PZKMU,0.624638,1,0,train,Month-to-month,Electronic check,Fiber optic,9,103.1
7340-KEFQE,0.01901,0,0,train,Two year,Bank transfer (automatic),DSL,51,34.2
4570-QHXHL,0.435478,1,0,test,Month-to-month,Electronic check,DSL,9,43.75
2403-BCASL,0.291207,1,1,train,One year,Electronic check,Fiber optic,41,111.95
7392-YYPYJ,0.648393,1,0,train,Month-to-month,Electronic check,Fiber optic,22,100.65
2898-LSJGD,0.198991,0,1,train,One year,Electronic check,DSL,21,55.95
2223-GDSHL,0.033594,0,0,train,Two year,Bank transfer (automatic),Fiber optic,71,116.05
7359-PTSXY,0.410126,1,1,train,Month-to-month,Electronic check,DSL,1,45.75
9470-RTWDV,0.145136,0,0,train,One year,Credit card (automatic),DSL,26,82.0
2176-OSJUV,0.006227,0,0,train,Two year,Bank transfer (automatic),DSL,71,65.15
9348-YVOMK,0.416053,1,0,train,Month-to-month,Credit card (automatic),DSL,4,44.8
8104-OSKWT,0.641328,1,0,train,Month-to-month,Electronic check,Fiber optic,12,79.8
4521-YEEHE,0.586455,1,0,train,Month-to-month,Electronic check,Fiber optic,18,88.85
4090-KPJIP,0.775804,1,0,test,Month-to-month,Electronic check,Fiber optic,3,74.95
3786-WOVKF,0.135234,0,0,train,One year,Bank transfer (automatic),Fiber optic,72,106.85
4503-BDXBD,0.527673,1,1,train,Month-to-month,Electronic check,Fiber optic,11,74.95
6086-ESGRL,0.603366,1,1,train,Month-to-month,Credit card (automatic),Fiber optic,1,80.15
2592-HODOV,0.0434,0,0,train,One year,Credit card (automatic),No,13,19.3
3886-CERTZ,0.157138,0,1,train,One year,Electronic check,Fiber optic,72,109.25
7995-ZHHNZ,0.037018,0,0,train,One year,Credit card (automatic),DSL,42,56.1
3824-RHKVR,0.066585,0,0,train,Month-to-month,Credit card (automatic),No,17,19.7
5816-SCGFC,0.373237,1,0,train,Month-to-month,Mailed check,DSL,7,51.3
5989-AXPUC,0.033293,0,0,train,Two year,Mailed check,Fiber optic,68,118.6
4979-HPRFL,0.01153,0,0,train,Two year,Bank transfer (automatic),No,56,24.15
8590-OHDIW,0.018437,0,0,test,One year,Mailed check,No,38,20.3
8015-IHCGW,0.049928,0,0,test,Two year,Electronic check,Fiber optic,72,115.5
2332-TODQS,0.019206,0,0,test,One year,Credit card (automatic),No,48,25.05
9278-VZKCD,0.518777,1,0,test,Month-to-month,Electronic check,Fiber optic,52,109.1
8008-OTEZX,0.021121,0,0,train,One year,Mailed check,No,35,19.65
2773-OVBPK,0.070794,0,0,train,Two year,Bank transfer (automatic),Fiber optic,67,111.3
5999-LCXAO,0.370019,1,0,train,Month-to-month,Mailed check,DSL,1,29.9
5206-XZZQI,0.225239,0,0,train,Month-to-month,Mailed check,Fiber optic,53,80.6
4803-LBYPN,0.045499,0,0,train,Month-to-month,Mailed check,No,34,20.8
5759-RCVCB,0.489937,1,1,test,Month-to-month,Credit card (automatic),DSL,3,35.2
6372-RFVNS,0.719496,1,1,test,Month-to-month,Electronic check,Fiber optic,1,78.8
2139-FQHLM,0.309406,1,0,test,Month-to-month,Mailed check,Fiber optic,19,89.95
8261-GWDBQ,0.076086,0,0,train,Two year,Bank transfer (automatic),Fiber optic,60,116.05
1093-YSWCA,0.031178,0,0,train,Two year,Credit card (automatic),No,11,19.55
8938-UMKPI,0.445547,1,1,test,Month-to-month,Electronic check,Fiber optic,47,106.4
0991-BRRFB,0.127793,0,1,train,Month-to-month,Electronic check,DSL,18,49.4
3882-IYOIJ,0.036556,0,0,train,Two year,Credit card (automatic),Fiber optic,60,115.25
8749-TZYEC,0.007833,0,0,train,Two year,Credit card (automatic),No,72,24.8
1755-FZQEC,0.018979,0,0,train,One year,Mailed check,No,39,19.9
3115-JPJDD,0.090431,0,0,train,One year,Credit card (automatic),Fiber optic,59,81.25
5600-KTXFM,0.5247,1,0,train,Month-to-month,Mailed check,Fiber optic,2,69.95
3871-IKPYH,0.694806,1,1,train,Month-to-month,Electronic check,Fiber optic,1,69.1
6319-IEJWJ,0.5583,1,1,test,Month-to-month,Electronic check,Fiber optic,20,90.2
9025-AOMKI,0.797764,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,6,93.55
6339-TBELP,0.039674,0,0,train,Two year,Credit card (automatic),Fiber optic,71,86.4
7964-YESJC,0.120043,0,0,train,Month-to-month,Mailed check,DSL,24,66.3
6173-GOLSU,0.395962,1,0,test,Month-to-month,Credit card (automatic),Fiber optic,67,94.65
5275-SQEIZ,0.707402,1,1,train,Month-to-month,Mailed check,Fiber optic,1,80.85
7716-YTYHG,0.193214,0,1,train,One year,Mailed check,Fiber optic,48,82.05
9938-ZREHM,0.058912,0,0,train,One year,Mailed check,DSL,37,72.1
7950-XWOVN,0.379216,1,0,train,Month-to-month,Mailed check,DSL,11,34.7
4390-KYULV,0.239453,0,1,train,Month-to-month,Credit card (automatic),No,3,20.55
4647-MUZON,0.533844,1,0,test,Month-to-month,Credit card (automatic),Fiber optic,18,95.95
9702-AIUJO,0.064605,0,0,train,One year,Bank transfer (automatic),DSL,50,44.8
8849-PRIQJ,0.157296,0,0,train,One year,Electronic check,Fiber optic,67,109.4
8851-RAGOV,0.101056,0,0,train,Month-to-month,Mailed check,DSL,25,71.05
1304-NECVQ,0.796543,1,1,train,Month-to-month,Electronic check,Fiber optic,2,78.55
5396-IZEPB,0.143585,0,0,train,Month-to-month,Credit card (automatic),No,9,19.7
1729-VLAZJ,0.090204,0,0,test,One year,Mailed check,DSL,10,40.25
8285-ABVLB,0.006018,0,0,train,Two year,Credit card (automatic),No,70,19.85
0701-TJSEF,0.26985,1,0,test,Month-to-month,Bank transfer (automatic),DSL,9,68.25
5712-VBOXD,0.207021,0,0,train,Month-to-month,Credit card (automatic),No,4,20.15
6629-LADHQ,0.285774,1,0,train,Month-to-month,Mailed check,DSL,2,50.95
8945-GRKHX,0.699519,1,1,train,Month-to-month,Electronic check,Fiber optic,1,78.65
1559-DTODC,0.280436,1,0,test,Month-to-month,Bank transfer (automatic),DSL,19,25.15
4797-MIWUM,0.209821,0,0,train,Month-to-month,Bank transfer (automatic),No,7,20.25
6959-UWKHF,0.543619,1,1,train,Month-to-month,Electronic check,DSL,1,42.9
8720-RQSBJ,0.434055,1,0,train,Month-to-month,Electronic check,DSL,1,44.0
4537-CIBHB,0.064036,0,0,test,One year,Mailed check,No,9,20.25
3815-SLMEF,0.223801,0,1,train,Month-to-month,Mailed check,DSL,3,34.25
5154-VEKBL,0.366698,1,1,train,Month-to-month,Mailed check,DSL,9,58.5
4324-AHJKS,0.217556,0,0,train,Month-to-month,Credit card (automatic),DSL,5,55.8
4355-CVPVS,0.14317,0,0,train,One year,Bank transfer (automatic),Fiber optic,56,88.9
4495-LHSSK,0.117138,0,0,train,Month-to-month,Mailed check,DSL,18,57.65
5655-JSMZM,0.647513,1,1,train,Month-to-month,Electronic check,Fiber optic,49,96.2
5915-ANOEI,0.010939,0,0,train,Two year,Mailed check,DSL,70,79.15
9861-PDSZP,0.059471,0,0,train,Two year,Credit card (automatic),Fiber optic,72,108.05
4505-EXZHB,0.627606,1,1,train,Month-to-month,Electronic check,Fiber optic,6,74.4
7225-CBZPL,0.765071,1,0,train,Month-to-month,Electronic check,Fiber optic,17,94.8
6704-UTUKK,0.473705,1,0,test,Month-to-month,Electronic check,DSL,29,45.9
4587-VVTOX,0.828744,1,1,test,Month-to-month,Electronic check,Fiber optic,6,105.3
2019-HDCZY,0.126525,0,0,test,Two year,Electronic check,Fiber optic,63,102.6
4652-NNHNY,0.501093,1,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,16,73.85
8788-DOXSU,0.072327,0,0,train,One year,Bank transfer (automatic),DSL,59,61.35
7404-JLKQG,0.487348,1,0,test,Month-to-month,Electronic check,DSL,3,57.55
7421-ZLUPA,0.469172,1,0,train,Month-to-month,Mailed check,DSL,8,29.25
8972-HJWNV,0.863216,1,1,train,Month-to-month,Electronic check,Fiber optic,7,84.55
3274-NSDWE,0.004636,0,0,train,Two year,Credit card (automatic),No,68,19.6
2632-IVXVF,0.029276,0,0,train,Two year,Credit card (automatic),Fiber optic,68,111.75
3692-JHONH,0.442831,1,0,train,One year,Electronic check,Fiber optic,52,106.5
8915-NNTRC,0.036619,0,0,test,Two year,Credit card (automatic),Fiber optic,72,107.7
5914-GXMDA,0.028074,0,0,train,One year,Mailed check,No,32,19.3
7463-IFMQU,0.004202,0,0,train,Two year,Bank transfer (automatic),No,72,20.05
2920-RNCEZ,0.595568,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,1,69.95
2541-YGPKE,0.022642,0,0,test,One year,Credit card (automatic),DSL,42,63.7
8515-OCTJS,0.021007,0,1,train,Two year,Credit card (automatic),No,25,24.75
5382-TEMLV,0.073846,0,0,train,Month-to-month,Bank transfer (automatic),DSL,45,50.9
3441-CGZJH,0.055982,0,0,train,One year,Credit card (automatic),DSL,43,60.4
9592-ERDKV,0.097322,0,0,train,One year,Mailed check,DSL,37,79.25
2860-RANUS,0.554657,1,1,test,Month-to-month,Credit card (automatic),Fiber optic,20,85.8
5261-QSHQM,0.606193,1,1,train,Month-to-month,Electronic check,DSL,4,24.45
4778-IZARL,0.049952,0,0,train,Two year,Credit card (automatic),Fiber optic,63,110.1
0432-CAJZV,0.685307,1,0,test,Month-to-month,Mailed check,Fiber optic,3,90.7
7008-LZVOZ,0.011308,0,0,train,Two year,Credit card (automatic),No,66,25.3
8868-WOZGU,0.626515,1,1,train,Month-to-month,Electronic check,Fiber optic,28,105.7
1200-TUZHR,0.72148,1,0,train,Month-to-month,Electronic check,Fiber optic,8,85.2
9365-CSLBQ,0.006218,0,0,test,Two year,Mailed check,No,71,24.35
1334-FJSVR,0.644961,1,1,train,Month-to-month,Electronic check,DSL,1,24.25
5884-FBCTL,0.006586,0,0,train,Two year,Bank transfer (automatic),No,72,25.1
7130-CTCUS,0.164955,0,0,test,Month-to-month,Bank transfer (automatic),DSL,16,54.55
6242-FEGFD,0.024463,0,0,train,Two year,Mailed check,Fiber optic,66,96.6
7625-XCQRH,0.705754,1,1,train,Month-to-month,Electronic check,Fiber optic,11,76.5
6194-HBGQN,0.060663,0,0,test,One year,Credit card (automatic),DSL,51,81.15
7634-WSWDB,0.478196,1,0,train,Month-to-month,Electronic check,DSL,8,38.5
6986-IXNDM,0.663465,1,0,train,Month-to-month,Electronic check,Fiber optic,14,92.9
1731-TVIUK,0.742033,1,1,test,Month-to-month,Electronic check,Fiber optic,4,93.5
2987-BJXIK,0.018974,0,0,test,Two year,Mailed check,DSL,70,84.7
9769-TSBZE,0.008026,0,0,train,Two year,Electronic check,DSL,70,66.0
0406-BPDVR,0.314656,1,1,train,One year,Credit card (automatic),Fiber optic,54,101.5
0618-XWMSS,0.217072,0,1,train,Month-to-month,Bank transfer (automatic),Fiber optic,28,74.9
1395-WSWXR,0.016589,0,0,train,Two year,Mailed check,No,24,20.75
6023-GSSXW,0.018976,0,0,train,Two year,Credit card (automatic),DSL,69,61.45
6752-APNJL,0.049227,0,0,train,Month-to-month,Mailed check,DSL,42,54.5
5276-KQWHG,0.752463,1,1,train,Month-to-month,Electronic check,Fiber optic,2,69.6
0420-HLGXF,0.586205,1,0,train,Month-to-month,Electronic check,Fiber optic,39,99.75
7446-KQISO,0.065491,0,0,train,Two year,Bank transfer (automatic),Fiber optic,45,109.75
9823-EALYC,0.008275,0,0,train,Two year,Bank transfer (automatic),DSL,72,80.85
0582-AVCLN,0.011515,0,0,train,Two year,Mailed check,No,38,20.3
5803-NQJZO,0.01056,0,0,test,Two year,Bank transfer (automatic),DSL,72,67.8
2565-JSLRY,0.318061,1,1,train,Month-to-month,Mailed check,No,1,24.05
2607-DHDAK,0.006339,0,0,train,Two year,Credit card (automatic),No,72,19.8
1073-XXCZD,0.015206,0,0,train,Two year,Bank transfer (automatic),No,55,25.7
0743-HRVFF,0.164815,0,0,test,One year,Electronic check,DSL,51,56.15
4006-HKYHO,0.016898,0,0,train,Two year,Bank transfer (automatic),DSL,63,86.7
3727-JEZTU,0.19015,0,0,train,Month-to-month,Mailed check,No,1,20.4
8143-ETQTI,0.018468,0,0,train,Two year,Mailed check,No,23,19.65
6689-KXGBO,0.376501,1,1,train,Month-to-month,Electronic check,DSL,1,50.55
9667-TKTVZ,0.4274,1,0,train,Month-to-month,Mailed check,DSL,2,54.35
3657-COGMW,0.307877,1,0,train,Month-to-month,Credit card (automatic),Fiber optic,52,108.1
8570-KLJYJ,0.052419,0,0,test,One year,Mailed check,DSL,36,54.45
7754-IXRMC,0.341624,1,0,train,Month-to-month,Mailed check,DSL,1,45.35
9473-CBZOP,0.073408,0,0,test,One year,Mailed check,DSL,28,59.0
2969-WGHQO,0.156602,0,0,test,One year,Electronic check,DSL,7,69.45
6615-NGGZJ,0.72488,1,1,train,Month-to-month,Electronic check,Fiber optic,14,100.55
4334-HOWRP,0.017038,0,0,train,Two year,Credit card (automatic),DSL,72,64.95
4255-DDUOU,0.225015,0,1,train,Month-to-month,Mailed check,No,1,20.5
